DATAFLOW,LAST UPDATE,freq,cons_fp,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Italy,2017,3.79,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Italy,2018,3.67,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Italy,2019,3.76,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Italy,2020,3.43,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Italy,2021,3.5,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Italy,2022,3.76,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Lithuania,2010,2.81,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Lithuania,2011,2.82,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Lithuania,2012,2.99,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Lithuania,2013,2.93,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Lithuania,2014,2.81,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Lithuania,2015,2.78,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Lithuania,2016,2.86,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Lithuania,2017,3.05,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Lithuania,2018,3.15,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Lithuania,2019,3.21,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Lithuania,2020,3.17,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Lithuania,2021,3.33,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Lithuania,2022,3.26,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Luxembourg,2010,4.57,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Luxembourg,2011,4.62,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Luxembourg,2012,4.6,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Luxembourg,2013,4.55,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Luxembourg,2014,4.55,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Luxembourg,2015,4.67,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Luxembourg,2016,4.59,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Luxembourg,2017,4.65,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Luxembourg,2018,4.62,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Luxembourg,2019,4.61,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Luxembourg,2020,4.44,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Luxembourg,2021,4.64,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Luxembourg,2022,4.7,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Latvia,2010,2.91,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Latvia,2011,2.87,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Latvia,2012,2.89,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Latvia,2013,2.84,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Latvia,2014,2.91,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Latvia,2015,2.93,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Latvia,2016,3.01,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Latvia,2017,3.08,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Latvia,2018,3.11,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Latvia,2019,3.16,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Latvia,2020,3.13,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Latvia,2021,3.15,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Latvia,2022,3.4,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Malta,2010,3.49,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Malta,2011,3.52,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Malta,2012,3.62,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Malta,2013,3.67,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Malta,2014,3.77,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Malta,2015,3.82,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Malta,2016,3.89,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Malta,2017,4.01,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Malta,2018,4.04,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Malta,2019,4.04,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Malta,2020,3.69,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Malta,2021,3.79,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Malta,2022,3.93,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Netherlands,2010,3.07,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Netherlands,2011,2.98,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Netherlands,2012,2.94,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Netherlands,2013,3.04,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Netherlands,2014,3.07,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Netherlands,2015,3.03,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Netherlands,2016,3.09,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Netherlands,2017,3.07,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Netherlands,2018,3.13,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Netherlands,2019,3.08,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Netherlands,2020,2.7,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Netherlands,2021,2.75,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Netherlands,2022,2.94,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Poland,2010,2.42,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Poland,2011,2.41,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Poland,2012,2.41,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Poland,2013,2.41,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Poland,2014,2.47,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Poland,2015,2.5,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Poland,2016,2.66,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Poland,2017,2.72,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Poland,2018,2.78,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Poland,2019,2.77,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Poland,2020,2.8,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Poland,2021,2.94,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Poland,2022,3.02,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Portugal,2010,3,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Portugal,2011,2.88,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Portugal,2012,2.82,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Portugal,2013,2.84,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Portugal,2014,2.92,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Portugal,2015,2.96,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Portugal,2016,3.07,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Portugal,2017,3.23,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Portugal,2018,3.38,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Portugal,2019,3.47,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Portugal,2020,3.18,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Portugal,2021,3.25,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Portugal,2022,3.5,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Romania,2010,2,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Romania,2011,2.02,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Romania,2012,2.01,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Romania,2013,2.08,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Romania,2014,2.1,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Romania,2015,2.14,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Romania,2016,2.19,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Romania,2017,2.22,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Romania,2018,2.24,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Romania,2019,2.26,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Romania,2020,2.25,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Romania,2021,2.34,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Romania,2022,2.41,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Sweden,2010,4.18,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Sweden,2011,4.11,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Sweden,2012,3.96,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Sweden,2013,3.94,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Sweden,2014,3.96,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Sweden,2015,3.94,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Sweden,2016,3.86,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Sweden,2017,3.8,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Sweden,2018,3.75,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Sweden,2019,3.73,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Sweden,2020,3.28,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Sweden,2021,3.38,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Sweden,2022,3.65,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovenia,2010,3.14,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovenia,2011,3.11,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovenia,2012,3.02,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovenia,2013,2.99,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovenia,2014,3.01,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovenia,2015,3.12,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovenia,2016,3.22,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovenia,2017,3.24,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovenia,2018,3.21,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovenia,2019,3.18,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovenia,2020,3.07,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovenia,2021,2.99,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovenia,2022,3.1,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovakia,2010,2.18,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovakia,2011,2.22,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovakia,2012,2.14,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovakia,2013,2.19,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovakia,2014,2.2,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovakia,2015,2.15,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovakia,2016,2.28,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovakia,2017,2.35,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovakia,2018,2.37,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovakia,2019,2.37,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovakia,2020,2.34,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovakia,2021,2.39,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Planetary Boundary,Slovakia,2022,2.54,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Austria,2010,0.96,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Austria,2011,0.97,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Austria,2012,0.95,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Austria,2013,0.95,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Austria,2014,0.95,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Austria,2015,0.95,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Austria,2016,0.95,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Austria,2017,0.94,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Austria,2018,0.95,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Austria,2019,0.95,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Austria,2020,0.93,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Austria,2021,0.94,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Austria,2022,0.95,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Belgium,2010,1.03,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Belgium,2011,1.05,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Belgium,2012,1.02,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Belgium,2013,1.04,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Belgium,2014,1.07,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Belgium,2015,1.06,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Belgium,2016,1.05,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Belgium,2017,1.09,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Belgium,2018,1.06,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Belgium,2019,1.08,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Belgium,2020,1.04,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Belgium,2021,1.06,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Belgium,2022,1.04,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Bulgaria,2010,0.54,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Bulgaria,2011,0.54,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Bulgaria,2012,0.55,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Bulgaria,2013,0.56,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Bulgaria,2014,0.57,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Bulgaria,2015,0.61,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Bulgaria,2016,0.61,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Bulgaria,2017,0.62,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Bulgaria,2018,0.64,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Bulgaria,2019,0.67,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Bulgaria,2020,0.63,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Bulgaria,2021,0.67,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Bulgaria,2022,0.73,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Cyprus,2010,1.09,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Cyprus,2011,1.07,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Cyprus,2012,1.07,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Cyprus,2013,1.03,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Cyprus,2014,1.06,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Cyprus,2015,1.08,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Cyprus,2016,1.11,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Cyprus,2017,1.14,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Cyprus,2018,1.14,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Cyprus,2019,1.13,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Cyprus,2020,1.01,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Cyprus,2021,1.05,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Cyprus,2022,1.11,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Czechia,2010,0.8,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Czechia,2011,0.81,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Czechia,2012,0.76,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Czechia,2013,0.75,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Czechia,2014,0.76,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Czechia,2015,0.78,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Czechia,2016,0.8,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Czechia,2017,0.82,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Czechia,2018,0.83,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Czechia,2019,0.84,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Czechia,2020,0.81,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Czechia,2021,0.88,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Czechia,2022,0.9,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Germany,2010,1.02,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Germany,2011,1.07,,
ESTAT:SDG_12_31(1.0),11/06/24 23:00:00,Annual,Single weighted score,Per inhabitant,Germany,2012,1.06,,
